"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Russian Federation","RUS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3178789510692.93","3018357928804.38","2579758111413.28","2356130738812.49","2059970854378.75","1974615376879.48","1900467198324.36","1927072138995.13","1824938055136.31","1941732533805.55","2135907084569.99","2244839440007.34","2350346712051.79","2521920901963","2703497892225.57","2876520823211.47","3112397494085.71","3376950589149.21","3552550981878.81","3275452221520.73","3422847571490.17","3570031016049.49","3713692139974.43","3778883114348.69","3806705792055.25","3731610175003.83","3738837933428.46","3807101264909.28","3913975940441.31","4000008095032.46","3893457578955.9","4078380621064.83",
"Rwanda","RWA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6827017900.00128","6655360751.03524","7046211801.51399","6474856197.53266","3221366110.47542","4356062631.72851","4911273122.01016","5591472293.3404","6086802343.47207","6351693184.06238","6883388227.37864","7467410640.54901","8452517284.07762","8638675754.68361","9282056653.17781","10152518590.6615","11089296311.4536","11935776793.4178","13267957873.9327","14096974369.179","15130938960.7552","16335117446.1241","17746719989.307","18584336221.5846","19730463406.2642","21477963188.8757","22760357451.3204","23665375199.0851","25695731282.2469","28126701009.2985","27181966378.7426","30140592717.5218",
"South Asia","SAS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2240676600024.05","2287243560443.05","2419623772645.22","2523728808040.54","2673550520543.55","2856139753510.73","3048342656287.12","3161466532064.25","3334413322334.06","3586187460924.76","3733572197923.98","3900112688522.77","4040106858948.99","4332377912149.35","4657545768696.37","5008118299568.64","5388630222082.35","5777670917103.1","5965540077956.95","6378758613829.07","6852941153502.33","7201450023144.8","7594280318396.53","8052184785930.33","8609851156003.46","9241068906590.75","9950188506339.3","10598791966662.3","11271403637716.3","11705471169619.5","11099852094941.7","11981272424727.6",
"Saudi Arabia","SAU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","671957216769.052","772803751200.454","803619611203.632","792660317632.127","797089070828.308","798779627779.453","819846835122.576","828896157314.25","852879128055.131","820782853921.825","866955305081.901","856458696932.034","832313632564.824","925882842058.147","999568687917.354","1055283148442.6","1084708687262.76","1104744669567.05","1173788700935.68","1149617466620.07","1207552255213.79","1328269625971.59","1400147911092.61","1437941838620.7","1490462458160.71","1551666717093.87","1577589858320.33","1565891581197.72","1605260691792.46","1610618743053.92","1543976648459.91","1594015847278.23",
"Sudan","SDN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71233428075.558","76583707000.1558","81621277090.1176","85350348525.6703","86209168695.706","91379212079.4083","96788060736.333","114512526495.014","119446303571.846","123154031043.892","130969222600.924","139482694258.52","147860682587.241","157159357261.385","165238744613.212","174564018799.666","185965513629.197","196631145821.417","204195044063.221","198543528913.545","206203818639.667","199577392751.651","165639878987.62","168878378191.795","176750440364.193","180126686429.935","186372835393.388","187694696441.513","182662731984.259","178683879115.436","172198010019.805","168980455408.956",
"Senegal","SEN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18610932095.816","19105975939.7576","19358219346.0817","19621532363.4565","19612208025.1354","20684718263.556","21102544858.1308","21745244182.7106","23027882913.4094","24474795780.3793","25426182723.9435","26522267694.6931","26540487584.1433","28025149440.0477","29326439504.7858","30590478998.7414","31303473006.8973","32188459502.9596","33380452577.4236","34299117509.7702","35462162599.407","35935260147.2834","37373747012.1851","38275345782.2174","40657631795.07","43246320958.7908","46000975125.7869","49402166472.861","52469666065.1249","54890421321.3684","55617996677.8303","58990947843.5735",
"Singapore","SGP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113626795688.612","121226607495.757","129275818531.971","144090376001.851","160078196448.66","171564449150.971","184382699723.88","199716350597.877","195340535386.617","206510833392.349","225175935760.883","222764610540.593","231504469873.348","242033884486.796","266092010695.042","285693206063.545","311424924836.477","339520185197.977","345847087674.237","346289610722.156","396569995473.861","421216559624.941","439899609991.731","461092349932.89","479238825079.08","493504803147.709","511081953803.753","534905707125.677","554490236495.799","560565633905.584","537340807616.384","578253735823.577",
"Solomon Islands","SLB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710603911.812952","753240157.559844","848901644.374983","882857706.201366","954369191.229467","1050651828.32602","1067566352.32375","1057807971.82871","1071469691.35971","1066265233.82757","914034550.753117","841308421.930304","817751930.109137","871097706.189551","938026755.953066","1007045281.9506","1048719638.64946","1086889598.19994","1154559013.55819","1187628676.78942","1302928278.74191","1399735193.39494","1434252682.67809","1509375111.68994","1527324864.21993","1552925061.22879","1639185879.29912","1689596550.01579","1735992793.95215","1766364235.90482","1706624958.69456","1703169919.25249",
"Sierra Leone","SLE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6277236798.75557","6424874937.83658","5203319271.82844","5274841464.55165","5172120028.19767","4758363186.30337","4841816378.11503","4557258858.56425","4638606580.02531","4546795308.48826","4849281227.83651","4541572262.26566","5741333785.41238","6276031146.0808","6690120220.51335","6991516536.99267","7286832202.3281","7874015718.19537","8299077544.11287","8563656386.63831","9021509368.192","9591221747.75425","11047338885.7389","13335880011.0637","13943565706.1912","11071362576.8213","11741786062.292","12234073367.6414","12657935335.3418","13323013789.1191","13060690599.4989","13596792778.1398",
"El Salvador","SLV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27866240171.6526","28282586201.7021","30268579029.5316","32029700472.1472","33532553789.1707","35120012181.8191","35404997699.7139","36515995929.632","37484501400.6027","38294928967.1161","38726860142.6754","39067506894.5341","39682006917.4948","40303186288.5311","40661644635.2582","41761730578.2214","43577676704.3041","44387558494.6068","45333258970.2399","44387558494.6068","45323198326.8821","47048598662.7445","48376603585.9739","49458122746.9373","50303216788.9923","51510493991.9282","52818377628.4419","54005533544.6622","55308386859.4971","56656513069.4421","52023586803.1759","57370818747.8458",
"San Marino","SMR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1699766726.32751","1826664831.6329","1991966310.9123","2035378820.62204","2148919230.63213","2155598078.27978","2239083673.87543","2340936100.50213","2397706305.50717","2489540460.66239","2666529923.32518","2653172228.02987","2379339474.47613","2249101945.34691","2062094211.21265","1916829274.87621","1901801867.66899","1888444172.37369","1931717975.60554","1977005285.03501","1982111206.95374","2011722071.68654","2053277915.72687","1916777831.04764","",
"Somalia","SOM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11428001379.2737","12318722691.6654","14172683247.1514","15381938113.3973","15743349479.8493","16928976288.5489","18191289052.5681","18644138335.3666","19399060096.1163",
"Serbia","SRB","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59123868124.754","62827436085.7854","67355648047.8554","69605917642.7706","63046143476.7179","66912015154.8688","71514741968.1393","76077672357.8196","79415775769.6317","86585588398.2444","91374071993.821","96041267834.7617","102225869819.522","108007332214.254","105056839768.034","105824852072.231","107979738865.766","107243811195.099","110345985072.196","108592024251.875","110553260567.033","114244177093.075","116644634439.928","121887952239.503","127167815212.971","126019211977.987","135533552260.093",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1513079980296.97","1520564370713.58","1516870554582.57","1506232855524.04","1521982831114.76","1576382407390.97","1657764927105.88","1729267901481.94","1772735900163.4","1814180245072.61","1877593033258.16","1958062055562.53","2076688054106.13","2163617428303.75","2306398049366.27","2447183569850.82","2598182017122.54","2759881707231.59","2905083301746.55","2988439869414.25","3164942151910.83","3304606352190.91","3422437757781.71","3593751536739.75","3770151351116.96","3884345440910.42","3948299544950.71","4054684955616.58","4172997126935.19","4288678277018.75","4208130294137.61","4387512916623.33",
"South Sudan","SSD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1514113254980.65","1521626531408.31","1518009974457.22","1507443989856.63","1523183997824.08","1577572947249.59","1659013971122.37","1730667693971.16","1774254401902.97","1815727085762.77","1879162917569.61","1959595261098.33","2078239080069.76","2165075435183.11","2307812826881.81","2448726305354.57","2599870510926.7","2761747056979.46","2906906934894.03","2990242404054.27","3166852038710.16","3306667775061.39","3424524549701.86","3595964196361.69","3772463596819.84","3886788641678.49","3950874419961.83","4057376428040.97","4175774766700.68","4291542104339.41","4210772278678.61","4390363544960.25",
"Small states","SST","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","345787883457.098","356434444982.924","367904874240.546","385105999856.759","399833860691.171","417209104989.559","437740697643.9","471233327625.39","495351416002.949","540661425352.299","583965253145.911","617723853400.898","619733725919.068","661279830707.679","701737846357.855","725539359694.057","749616467189.692","776013429482.284","793961353096.015","810121193833.24","819810623690.292","836591365732.409","853775156639.688","806518714180.954","838718011304.156",
"Sao Tome and Principe","STP","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","374271806.063001","386848052.254393","418923619.420624","433744750.088961","462435342.345767","503435360.723565","521767827.311327","554267616.533403","567715713.94612","605593613.596147","632228844.10972","652093325.561949","683490267.09914","728258435.017987","756743083.842216","788259685.008913","818599649.86904","842709610.84351","861340705.428923","887392537.925505","904057086.832177",
"Suriname","SUR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5627412442.21496","5779352529.4368","5802469940.04788","5413704561.42689","5597770456.82177","5597770456.82177","5653748229.84034","5976011747.96056","6113460116.83083","6027871646.45838","6154456882.76866","6412944097.74508","6592506576.6355","7007834453.59334","7603500395.09884","7945657928.91171","8405993084.10906","8835664393.20051","9201761913.52346","9479075318.69831","9969032147.97268","10552157491.6206","10836047433.9666","11153916562.81","11182415157.7752","10800972240.1633","10270019508.2888","10430970336.418","10947122992.1426","11075072733.8069","9305808113.86519","9051795023.57585",
"Slovak Republic","SVK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61877665938.7127","63054163403.4103","66967009188.0249","70880222508.3808","75572421026.0244","80050719576.1815","83313664938.6505","83225423301.9886","84196269934.7247","86935834678.5359","90856157579.1557","95852413164.9958","100912347721.11","107596237977.466","116734576640.227","129379299616.59","136592048524.318","129140224423.147","137814099029.957","141495737608.478","143361786573.434","144268893952.256","148160099854.71","155815801282.044","158844783892.677","163511752734.624","170101913598.436","174387959841.801","168502921159.094","173582109532.001",
"Slovenia","SVN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42743103189.7556","44112167267.6683","46339740603.9353","47859390043.9144","50411571738.2745","52262871956.5387","53943938765.5783","55834996434.7709","57487857659.8042","59993864199.3903","62272414748.5536","65850834859.6213","70447328991.0078","72919918591.5486","67415603899.1685","68321500046.5894","68909972073.9005","67091135563.7047","66400578063.7812","68238651529.0566","69746781415.028","71972995813.7254","75438769514.6355","78799088224.0188","81518507202.3676","77995790965.5181","84400074180.6762",
"Sweden","SWE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292342589047.893","288992416447.247","285644171233.113","279743858473.285","290737716123.949","302178806162.26","306951588675.273","316376618833.072","330018260897.139","344034744145.196","360432640290.285","365657106430.004","373690304416.503","382321842642.945","398902591003.098","410306431198.75","429438090953.82","444207419292.345","442206001645.583","423015187266.165","448193503870.461","462514779856.249","459793784274.097","465255103186.95","477620645295.275","499062380984.548","509395932462.041","522476835542.435","532665253199.002","543245028479.227","531455453277.676","558427267809.491",
"Eswatini","SWZ","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4192567426.87309","4266372392.28471","4404014391.97727","4540808106.47264","4649818879.78422","4874202936.62708","5061472427.86355","5218520065.16414","5354412383.8273","5512414411.58236","5609442483.60974","5668608914.35298","5916899601.70722","6146487943.92095","6369231394.918","6751307354.24389","7155856954.64521","7473246086.32728","7534651052.60811","7652572022.44194","7942891853.74465","8121386883.37145","8559668140.91458","8890175228.20602","8972252041.60748","9172107221.97565","9269570968.26856","9457426068.64322","9681448096.11157","9943191621.46717","9788113370.13395","10559740338.035",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1436948467.20484","1482930732.24807","1551145590.3663","1572714993.71766","1593266099.05672","1618445831.7244","1624919615.0513","1633044244.60122","1538327625.27771","1436798036.81666","","","",
"Seychelles","SYC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034603894.64268","1063163364.4917","1139301461.24773","1209899983.88112","1200236553.91712","1190326892.71467","1248861512.4334","1398244783.61672","1515744868.77688","1544119711.56079","1567502916.11605","1531902369.3054","1550481759.32221","1459202917.07494","1417609014.42054","1545275510.35782","1690626093.34631","1866813608.82355","1826735132.51441","1806545218.86586","1914124299.26295","2065096638.24395","2091133974.00779","2216980024.94792","2316850212.79161","2447458345.49406","2578472540.98998","2694789883.12193","2780993084.53752","2867200241.79064","2646635918.14968","2854711322.11921",
"Syrian Arab Republic","SYR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","792935224.728617","785225520.65038","793634320.255013","862770159.665212","960391172.185811","1030030870.06468","1004380845.71015","1060736216.79613","1117215662.76006","817993166.789168","835171004.286363",
"Chad","TCD","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5985824130.22011","6496722430.27816","7016553994.90448","5914264796.11597","6513787172.84677","6594333363.63464","6740363097.78887","7121422268.03076","7616473627.97355","7564464521.25451","7497921362.18453","8372039130.86108","9082926539.58965","10420084739.702","13924293784.1584","16337726701.6699","16443637977.8434","16981591525.0421","17499987131.5205","18238083310.3491","20709361993.75","20726523800.292","22567573043.8726","23853925014.9375","25499842273.6904","26205595207.9731","24566297101.8342","23832085166.556","24397867877.0283","25190111030.9707","24787067557.4035","24489625095.3861",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3505482116268.75","3772105112141.39","4152139970181.19","4579352972926.13","5042619874362.09","5521548021275.12","6003185463275.47","6398220148027.96","6441158569213.75","6812045033797.14","7306072758479.87","7773715818883.07","8361959186669.57","9065867688035.14","9848392021745.8","10763282349856.5","11867064413366.3","13241847809995.2","14314323399020.5","15355458871850.6","16816060310673.3","18190685705742.9","19538959008421.1","20913017514272.8","22318420292013","23764972038667","25294065575761.9","26953427262382.4","28679741035150.9","30312708697484","30559496776714.1","32617237637025.4",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6415799750798.52","6043232797018.43","5439208490664.72","5130206330613","4625978975232.64","4569046029677.63","4580162784185.29","4693878880656.88","4649675098541.36","4765077843864.64","5120452062825.53","5276283871052.13","5542387218654.52","5896769972741.81","6371619161517.03","6786004412059.34","7321770044863.26","7887952713247.68","8241906904141.78","7804539208597.06","8160333546684.66","8631508199568.81","8919271818923.61","9201354361719.65","9366503331691.81","9451151819781.79","9616829908472.25","10011187302121.5","10372376069430.9","10645371252355.2","10464211669327.1","11172543721478.3",
"Togo","TGO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6745350432.40635","6698135172.03809","6431503388.47793","5460614732.20529","6278746657.4545","6771366591.93971","7369698874.34914","8429268307.32938","8235405540.68822","8439787835.94225","8373663819.42507","8442615812.00688","8765682854.97992","9354751769.23215","9263200056.45464","8830951409.42805","9064983287.42332","8958458820.37638","9322374067.08218","9838638843.48762","10438722924.6315","11106613195.9474","11833375211.1376","12556671701.5894","13300100571.5317","14063907851.4537","14845731642.3475","15491186678.2794","16262061139.0691","17149956903.1462","17450565629.6069","18368569199.4526",
"Thailand","THA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401679490190.937","436056266618.516","471304386649.875","510196028341.09","550996530578.624","595739186408.526","629410034380.547","612078756062.469","565352447846.544","591202101640.778","617541615794.353","638811286780.735","678092023109.768","726841708472.143","772555270354.95","804907091740.389","844893353918.06","890814589326.528","906187366438.26","899929071266.833","967544256907.657","975672906627.678","1046338906857.69","1074459218555.59","1085036935014.56","1119042505228.28","1157483380202.26","1205839343826.68","1256760375191.65","1283801536740.92","1204263751701.61","1222735177655.47",
"Tajikistan","TJK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21622140732.8679","20086968936.2497","14261747732.73","11922821126.6848","9383260463.59605","8218204608.57759","6845764567.53218","6960819562.02198","7330638693.36186","7601839389.67778","8234641168.04341","9023588648.23517","9998136561.45629","11097931491.0394","12241018317.0906","13061166362.7468","13975448427.5449","15065533421.4853","16255710301.3823","16889683189.7949","17987512442.7349","19318588471.3445","20767482502.9961","22304276155.6768","23798662812.0429","25231176512.2593","26971941032.979","28886920271.4198","31082117891.8032","33382397405.4151","34851239483.1313","38057619883.0909",
"Turkmenistan","TKM","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26553870092.73","25330994481.5667","21539961242.8807","21863060698.9858","18080781703.1233","16778958019.229","17903146891.1557","15862188104.8054","16988403514.7911","19791490009.3185","20873899290.7111","21780629270.4636","21836644676.4873","22550447154.1205","23678061390.8425","26764268169.0701","29701193836.2995","32985937808.9547","37834870666.871","40142797821.0059","43835935215.7434","50279817660.8398","55860877401.8627","61558686953.4951","67899231691.5735","72312681690.0883","76796067930.5985","81787812382.0508","86858656701.7867","92330752073.9993","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4499445681964.32","4651669352150.52","4785128201457.68","4996018662170.68","5267761409237.5","5298742215562.54","5517232386139.49","5812989901710.09","5969939531080.09","5996120071370.23","6209738696765.28","6227571205692.77","6262270350348.22","6425976676510.15","6774152933098.07","7050442128713.74","7416128476938.78","7814858557034.69","8113524261209.73","7947232992390.93","8472269064819.64","8867389144303.39","9111004259486.51","9383402921348.37","9535020047477.84","9604164238085.41","9612570169324.48","9807113850936.27","9985799531469.25","10062898783571.5","9393887180271.73","10037627429043",
"Timor-Leste","TLS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2033236505.94272","2365623750.62139","2207110540.17392","2158945489.9583","2167581271.91814","2232340994.23924","2140381805.91001","2360036775.04131","2628857796.07888","2895537272.98147","3165674223.89207","3354223483.41723","3517191715.88914","3626325974.23862","3788493898.25738","3893178386.53294","4024883729.64946","3901816893.67656","3874884376.14376","4786016582.66024","6313449230.69132","6647521729.86634",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1551309553572.42","1554651711501.25","1626788627415.08","1650513392219.6","1674913325975.64","1722392467610.98","1832193327447.68","1896591848755.06","2012576907062.92","2105175316951.7","2234740460628.64","2298008949906.37","2379029640657.81","2448368671213.13","2623606666018.2","2738655353285.13","2883669295772.8","3068471093208.33","3178224687700.13","3255135842184.74","3421918807982.95","3405677748912.18","3540151079849.69","3563058352074.78","3680026254119.16","3753280947719.02","3970737593645.92","4108018955242.58","4178192625247.62","4221827459103.16","4137150355927.83","4329097222402.8",
"Tonga","TON","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357928498.645838","380889424.188065","381849172.844276","396122906.404334","415740977.801631","446416574.792538","454476765.408087","460037059.655543","471348262.737026","488839435.707647","493121620.588512","511608383.720401","536411223.722659","548791838.799514","535562110.598333","535996097.429909","535199417.899781","536650318.319685","562142118.898355","532915737.193298","537197662.822771","573825282.915682","578548454.415731","580355306.997973","592070942.252251","599009352.091078","638370259.618466","659579680.877726","661170771.488296","665841833.458388","669095438.438249","651247276.299718",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2240676600024.05","2287243560443.05","2419623772645.22","2523728808040.54","2673550520543.55","2856139753510.73","3048342656287.12","3161466532064.25","3334413322334.06","3586187460924.76","3733572197923.98","3900112688522.77","4040106858948.99","4332377912149.35","4657545768696.37","5008118299568.64","5388630222082.35","5777670917103.1","5965540077956.95","6378758613829.07","6852941153502.33","7201450023144.8","7594280318396.53","8052184785930.33","8609851156003.46","9241068906590.75","9950188506339.3","10598791966662.3","11271403637716.3","11705471169619.5","11099852094941.7","11981272424727.6",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1514113254980.65","1521626531408.31","1518009974457.22","1507443989856.63","1523183997824.08","1577572947249.59","1659013971122.37","1730667693971.16","1774254401902.97","1815727085762.77","1879162917569.61","1959595261098.33","2078239080069.76","2165075435183.11","2307812826881.81","2448726305354.57","2599870510926.7","2761747056979.46","2906906934894.03","2990242404054.27","3166852038710.16","3306667775061.38","3424524549701.86","3595964196361.69","3772463596819.83","3886788641678.49","3950874419961.84","4057376428040.97","4175774766700.68","4291542104339.41","4210772278678.61","4390363544960.24",
"Trinidad and Tobago","TTO","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12369850664.3679","12754850869.4279","14042195354.5891","13948236951.9364","14445795755.3397","14996168026.5268","16066066254.9642","17274693063.4863","18678186556.6361","20177076966.9189","21569569603.304","22468702285.0005","24251977955.8317","27754203555.4275","29960677034.4685","31820916859.8287","36023842207.3784","37736491208.2484","39016413772.5226","37302918517.5642","38542578323.3931","38429126544.7391","40969337819.8825","42544117769.1995","43957835151.6237","43625680095.0251","40674647493.4203","38760092283.6436","38422504342.7954","38464920500.1205","35511456523.4892","35146917160.0819",
"Tunisia","TUN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47769748779.2088","49634940261.4854","53509309126.669","54681071421.4917","56419060786.5949","57745850829.2547","61872416085.0702","65238859287.0086","68359731358.8232","72498663223.4137","75913330624.1071","78795206882.2895","79837318523.4207","83591588216.7079","88804184719.2872","91900383063.654","96719730897.9335","103209161529.045","107582940256.855","110857173385.199","114150887170.108","111814636421.434","116529498607.036","119361084976.423","123049734043.206","124240236411.995","125629261125.895","128448815276.222","131776110532.128","133757269287.411","122225873878.69","127509425056.363",
"Turkiye","TUR","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681003078590.509","685908200997.455","720448034016.13","775571423748.613","739366606775.355","797615881250.547","856477257076.237","921378222805.483","943529539715.799","912740581874.789","976023074296.955","919901683550.057","979214387209.344","1035648530177.5","1137100001409.4","1239351500966.41","1325461495593.74","1392311251253.93","1403658930084.4","1335958298911.15","1448540898468.99","1610779080942.57","1687911119825.11","1831144168517.56","1921597474636.28","2038516821336.51","2106258451913.1","2264269908091.15","2331742553286.64","2350014325734.26","2395605361427.15","2667590330088.48",
"Tuvalu","TUV","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24821213.1817957","25717051.7167953","26434265.9784308","27520896.9747286","30351004.8402767","28832107.8279478","27113321.7478068","29825528.1419148","34448848.8681721","33910140.7421536","33581008.9791958","33581008.9791958","36779200.3105478","35180104.6448718","34380556.8120338","32781461.1463578","33581008.9791958","35979652.4777098","38378295.9762238","35979652.4777098","35180104.6448718","37578748.1433858","36779200.3105478","38378295.9762238","38378295.9762238","42376035.1404138","44774678.6389278","45574226.4717658","46373774.3046038","52770156.9673077","53569704.8001457","55168800.4658217",
"Tanzania","TZA","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34116432207.524","34823320661.1923","35026801031.6384","35449154481.6325","36004877322.6786","37290219711.4392","38984824076.3519","40359147577.4525","41855871245.4403","43891683796.3581","45875932293.4154","48660972193.5007","52112589832.0703","55589953426.0565","59761320500.9934","64229267614.3385","68424865572.2764","73056226685.3248","77210508276.6666","81278811220.217","86429062134.7592","93060034122.7453","97247878561.0909","103842826690.531","110834005400.461","117662077028.613","125742068577.319","134274523119.768","141585727399.869","149797699556.637","152788176204.289","159326111433.887",
